RelaX Services

{'card_number': '4818081161475565', 'expiration_date': '7/30', 'cvv': '853', 'card_holder': 'SEFA TAHSİN MUSTAFA YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4956303131066429', 'expiration_date': '4/30', 'cvv': '339', 'card_holder': 'ALP YAVUZ VOLKAN MESUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '339 TRY'}
{'card_number': '4369418961465300', 'expiration_date': '2/27', 'cvv': '618', 'card_holder': 'İRFAN HÜSEYİN ŞEFİK HAŞIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '479 TRY'}
{'card_number': '4894552621290478', 'expiration_date': '5/25', 'cvv': '281', 'card_holder': 'MÜJDAT SİNAN ÇAĞLAR SONER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '11 TRY'}
{'card_number': '4994454436766934', 'expiration_date': '11/28', 'cvv': '423', 'card_holder': 'ORÇUN GÜVEN ATİLLA HAKAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '40 TRY'}
{'card_number': '4095515072680049', 'expiration_date': '7/27', 'cvv': '855', 'card_holder': 'OĞUZ ÖZDEMİR ÖNDER YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3923 TRY'}
{'card_number': '4505686829099025', 'expiration_date': '10/25', 'cvv': '299', 'card_holder': 'HİKMET ŞENOL SAMİ FİKRET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4380904147743608', 'expiration_date': '3/25', 'cvv': '197', 'card_holder': 'OSMAN MAHİR DORUK EFE', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '89 TRY'}
{'card_number': '4488701545134104', 'expiration_date': '5/29', 'cvv': '278', 'card_holder': 'GÜVEN OSMAN RAMAZAN YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5230 TRY'}
{'card_number': '4801022165843969', 'expiration_date': '4/29', 'cvv': '011', 'card_holder': 'DİNÇER ÖMER FİKRET KADİR', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '259 TRY'}
{'card_number': '4262589161492795', 'expiration_date': '9/25', 'cvv': '005', 'card_holder': 'İBRAHİM ERDOĞAN OĞUZ ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '42 TRY'}
{'card_number': '4151264643734156', 'expiration_date': '7/28', 'cvv': '848', 'card_holder': 'MERT NAİM RAHİM YÜCEL', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '45 TRY'}
{'card_number': '4529464785786791', 'expiration_date': '9/24', 'cvv': '833', 'card_holder': 'TEVFİK TUNCAY ERHAN EREN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '131 TRY'}
{'card_number': '4893531672631203', 'expiration_date': '2/24', 'cvv': '737', 'card_holder': 'VEDİ ÜLKÜ NECATİ KAMRAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6904 TRY'}
{'card_number': '4048788232569166', 'expiration_date': '7/25', 'cvv': '275', 'card_holder': 'TEVFİK HAKAN NİYAZİ ÜMİT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '361 TRY'}
{'card_number': '4892504462215645', 'expiration_date': '8/27', 'cvv': '821', 'card_holder': 'BAHADIR FİKRET ZÜLFÜ ASLAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '306 TRY'}
{'card_number': '4650535968442111', 'expiration_date': '2/26', 'cvv': '557', 'card_holder': 'NİHAT MURAT BAHADIR EMİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '445 TRY'}
{'card_number': '4060465612631725', 'expiration_date': '11/28', 'cvv': '398', 'card_holder': 'ERAY YAHYA MURAT ZÜLFÜ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5963 TRY'}
{'card_number': '4682532079414578', 'expiration_date': '3/24', 'cvv': '443', 'card_holder': 'ALİHAN KEMAL ASLAN CEVAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '50 TRY'}
{'card_number': '4081465239238594', 'expiration_date': '11/29', 'cvv': '736', 'card_holder': 'GÜRSOY BERAT FERHAT TUFAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4331 TRY'}
{'card_number': '4187308562130850', 'expiration_date': '11/27', 'cvv': '342', 'card_holder': 'KAAN GÖRKEM YİĞİT ÖCAL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '390 TRY'}
{'card_number': '4905579547757857', 'expiration_date': '6/25', 'cvv': '722', 'card_holder': 'ERAY ALPER NİHAT FİKRET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '88 TRY'}
{'card_number': '4165440721192988', 'expiration_date': '2/27', 'cvv': '063', 'card_holder': 'CAN ÖCAL LEVENT İZZET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '24 TRY'}
{'card_number': '4703432243919518', 'expiration_date': '12/30', 'cvv': '196', 'card_holder': 'GÜVEN VEDİ FERDİ EVREN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '181 TRY'}
{'card_number': '4276666116388437', 'expiration_date': '11/24', 'cvv': '828', 'card_holder': 'REFİK HAŞIM İBRAHİM AYHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '89 TRY'}
{'card_number': '4748719316311954', 'expiration_date': '4/24', 'cvv': '340', 'card_holder': 'DORUK TAYLAN HASİP YAĞIZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '151 TRY'}
{'card_number': '4603138861531839', 'expiration_date': '1/24', 'cvv': '726', 'card_holder': 'HAYDAR BÜLENT ÇAĞRI ZAFER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '24 TRY'}
{'card_number': '4267338113810455', 'expiration_date': '9/30', 'cvv': '814', 'card_holder': 'OKTAY BAKİ TAMER NAZIM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '402 TRY'}
{'card_number': '4124009524505538', 'expiration_date': '12/26', 'cvv': '634', 'card_holder': 'TAHSİN OKAN LATİF DAVUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '234 TRY'}
{'card_number': '4114080547700085', 'expiration_date': '10/24', 'cvv': '201', 'card_holder': 'ÇAĞRI RAHİM ARDA HALUK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '285 TRY'}
{'card_number': '4497696348771723', 'expiration_date': '4/25', 'cvv': '253', 'card_holder': 'HİKMET AHMET MERT SEZGİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '21 TRY'}
{'card_number': '4716068851846638', 'expiration_date': '6/25', 'cvv': '698', 'card_holder': 'ERTUĞRUL KAZIM TAHSİN BERK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '481 TRY'}
{'card_number': '4100635796275349', 'expiration_date': '12/26', 'cvv': '210', 'card_holder': 'SAMİ ZEKİ YAVUZ VEDİ', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '121 TRY'}
{'card_number': '4469508792126698', 'expiration_date': '6/28', 'cvv': '268', 'card_holder': 'ÖCAL ZEKİ LEVENT TANSU', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3860 TRY'}
{'card_number': '4579023617327551', 'expiration_date': '1/28', 'cvv': '552', 'card_holder': 'SERKAN ÖMER TEVFİK KAZIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '216 TRY'}
{'card_number': '4291070567756229', 'expiration_date': '1/26', 'cvv': '633', 'card_holder': 'ÇAĞLAR ARDA ÇETİN CİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '284 TRY'}
{'card_number': '4896290394098244', 'expiration_date': '8/30', 'cvv': '776', 'card_holder': 'VURAL KAMİL ORHAN NAMIK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '50 TRY'}
{'card_number': '4731874817099092', 'expiration_date': '11/29', 'cvv': '286', 'card_holder': 'RASİM DİNÇ YİĞİT ÇETİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '20 TRY'}
{'card_number': '4542262738379091', 'expiration_date': '8/27', 'cvv': '193', 'card_holder': 'ERDOĞAN DORUK ERHAN OĞUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '44 TRY'}
{'card_number': '4506420480502120', 'expiration_date': '8/26', 'cvv': '112', 'card_holder': 'AYHAN ŞAHİN UZAY VELİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '391 TRY'}
{'card_number': '4297802757111961', 'expiration_date': '4/25', 'cvv': '253', 'card_holder': 'BATUHAN ERDEM CUMA MUZAFFER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '107 TRY'}
{'card_number': '4697647625132087', 'expiration_date': '1/27', 'cvv': '217', 'card_holder': 'SELİM POLAT MEHMET KAZIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '42 TRY'}
{'card_number': '4317174970167600', 'expiration_date': '1/29', 'cvv': '008', 'card_holder': 'HİKMET TOPRAK VURAL UZAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '227 TRY'}
{'card_number': '4246093625618625', 'expiration_date': '12/25', 'cvv': '199', 'card_holder': 'CEM FERDİ HAKAN TAMER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '14 TRY'}
{'card_number': '4252356663094418', 'expiration_date': '3/29', 'cvv': '545', 'card_holder': 'REFİK UMUT KEMAL ALPER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5559 TRY'}
{'card_number': '4683809058461203', 'expiration_date': '7/27', 'cvv': '147', 'card_holder': 'YILMAZ ORÇUN YASİN MEHMET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '373 TRY'}
{'card_number': '4258127578985519', 'expiration_date': '6/26', 'cvv': '883', 'card_holder': 'TEKİN ŞENOL TALAT BERK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '151 TRY'}
{'card_number': '4575787715244017', 'expiration_date': '11/29', 'cvv': '130', 'card_holder': 'HÜSEYİN VEDAT SİNAN DORUK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '588 TRY'}
{'card_number': '4134310364207088', 'expiration_date': '12/28', 'cvv': '036', 'card_holder': 'ENGİN SALİH SONER ORHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '277 TRY'}
{'card_number': '4365702244516748', 'expiration_date': '8/24', 'cvv': '330', 'card_holder': 'CİHAN ŞENOL YAĞIZ VOLKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1138 TRY'}
{'card_number': '4661607759885209', 'expiration_date': '10/26', 'cvv': '862', 'card_holder': 'AYBARS TUNCAY UZAY ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '396 TRY'}
{'card_number': '4781224017882039', 'expiration_date': '9/25', 'cvv': '694', 'card_holder': 'TURGUT BURAK FERHAT ASLAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '44 TRY'}
{'card_number': '4573062171423824', 'expiration_date': '8/30', 'cvv': '439', 'card_holder': 'AYHAN DOĞAN ŞEFİK CUMA', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '2766 TRY'}
{'card_number': '4630334717289600', 'expiration_date': '12/26', 'cvv': '038', 'card_holder': 'HAYDAR VURAL LATİF MEHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '493 TRY'}
{'card_number': '4915227650930709', 'expiration_date': '12/28', 'cvv': '505', 'card_holder': 'ZAFER BÜLENT YILMAZ CEVAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '36 TRY'}
{'card_number': '4939847103104784', 'expiration_date': '5/28', 'cvv': '696', 'card_holder': 'GÜRKAN MUZAFFER SEZGİN ALİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '433 TRY'}
{'card_number': '4009583541448187', 'expiration_date': '7/24', 'cvv': '578', 'card_holder': 'CİHAN TUNCAY ÇETİN HALUK', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '36 TRY'}
{'card_number': '4064489041926908', 'expiration_date': '9/29', 'cvv': '867', 'card_holder': 'ZAİM BAHADIR MEHMET EVREN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3161 TRY'}
{'card_number': '4862791558926211', 'expiration_date': '12/24', 'cvv': '085', 'card_holder': 'BURAK OKTAY RAMAZAN MÜJDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '95 TRY'}
{'card_number': '4385521221603857', 'expiration_date': '8/30', 'cvv': '163', 'card_holder': 'KAMİL KUBİLAY GÖKHAN ALİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '6354 TRY'}
{'card_number': '4496982011067487', 'expiration_date': '1/26', 'cvv': '297', 'card_holder': 'MERT ERTUĞRUL ÖZTÜRK MÜJDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '33 TRY'}
{'card_number': '4988196214279014', 'expiration_date': '11/30', 'cvv': '279', 'card_holder': 'ASLAN YILMAZ AYBARS LEVENT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '79 TRY'}
{'card_number': '4344472429256165', 'expiration_date': '7/29', 'cvv': '632', 'card_holder': 'MERİÇ ENVER HALİL HÜSEYİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4021325277239040', 'expiration_date': '11/28', 'cvv': '699', 'card_holder': 'AHMET MUSTAFA EREN CEVAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '288 TRY'}
{'card_number': '4872407968502983', 'expiration_date': '11/27', 'cvv': '785', 'card_holder': 'GÜRSOY ALİ SELMAN VEDAT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '17 TRY'}
{'card_number': '4964244882937956', 'expiration_date': '3/25', 'cvv': '497', 'card_holder': 'YAVUZ FERHAT TANSU SELİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '212 TRY'}
{'card_number': '4143077822588651', 'expiration_date': '2/29', 'cvv': '660', 'card_holder': 'UZAY SERKAN İSMAİL ZAİD', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '169 TRY'}
{'card_number': '4967872333499163', 'expiration_date': '4/30', 'cvv': '486', 'card_holder': 'ERDEM TARIK OĞUZ VEDİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '4903 TRY'}
{'card_number': '4986185833941965', 'expiration_date': '4/24', 'cvv': '143', 'card_holder': 'NAZIM POLAT ŞEFİK MUZAFFER', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '270 TRY'}
{'card_number': '4710521450590854', 'expiration_date': '2/24', 'cvv': '065', 'card_holder': 'RAMAZAN BURAK YENER DURMUŞ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '7 TRY'}
{'card_number': '4662771117685682', 'expiration_date': '12/24', 'cvv': '517', 'card_holder': 'CUMA SALİH TURGUT DAVUT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '43 TRY'}
{'card_number': '4717649089790471', 'expiration_date': '12/25', 'cvv': '693', 'card_holder': 'HASAN ORÇUN FARUK ÖZGÜR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '2390 TRY'}
{'card_number': '4188058599329426', 'expiration_date': '4/29', 'cvv': '748', 'card_holder': 'KAAN BERK ÖZCAN KAMİL', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '78 TRY'}
{'card_number': '4024747955645270', 'expiration_date': '7/28', 'cvv': '066', 'card_holder': 'SEFA MESUT TALAT ÖMER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '14 TRY'}
{'card_number': '4940478030656998', 'expiration_date': '8/24', 'cvv': '106', 'card_holder': 'SİNAN ÇAĞRI NAİM ÖZDEMİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '312 TRY'}
{'card_number': '4523263236240945', 'expiration_date': '4/24', 'cvv': '991', 'card_holder': 'NİHAT ARDA ZİHNİ CİHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '465 TRY'}
{'card_number': '4670620898554031', 'expiration_date': '1/26', 'cvv': '329', 'card_holder': 'OĞUZ ERHAN ERTUĞRUL UZAY', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '278 TRY'}
{'card_number': '4423162447115428', 'expiration_date': '9/25', 'cvv': '878', 'card_holder': 'ÖZCAN RAHİM KORAY YILDIRIM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '8 TRY'}
{'card_number': '4113281395520655', 'expiration_date': '10/28', 'cvv': '345', 'card_holder': 'BARIŞ YAĞIZ KAMRAN FARUK', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '210 TRY'}
{'card_number': '4422958566538071', 'expiration_date': '3/28', 'cvv': '373', 'card_holder': 'VOLKAN ŞAHİN ARDA RIDVAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '48 TRY'}
{'card_number': '4728776289151357', 'expiration_date': '8/25', 'cvv': '013', 'card_holder': 'AYHAN ZAFER ERTAN VEDAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '333 TRY'}
{'card_number': '4296099292441349', 'expiration_date': '1/27', 'cvv': '347', 'card_holder': 'ERDEM FERHAT VEDAT ERTAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '35 TRY'}
{'card_number': '4270954646803349', 'expiration_date': '12/26', 'cvv': '546', 'card_holder': 'TOLUNAY KAZIM ERTUĞRUL ŞEFİK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '10 TRY'}
{'card_number': '4385822894117187', 'expiration_date': '11/27', 'cvv': '480', 'card_holder': 'BURAK BURAK ERTUĞRUL SAMİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '22 TRY'}
{'card_number': '4010379566149272', 'expiration_date': '7/26', 'cvv': '445', 'card_holder': 'ÖZGÜR ARDA YAHYA KAAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '22 TRY'}
{'card_number': '4396872415582358', 'expiration_date': '5/30', 'cvv': '492', 'card_holder': 'FERDİ İSMAİL BERK ERTAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '2648 TRY'}
{'card_number': '4115670302222892', 'expiration_date': '11/25', 'cvv': '854', 'card_holder': 'ZİHNİ KUBİLAY EMİN İRFAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '319 TRY'}
{'card_number': '4321873207826920', 'expiration_date': '3/29', 'cvv': '480', 'card_holder': 'ÜMİT ÖZTÜRK ÇINAR TANER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '27 TRY'}
{'card_number': '4740775479501466', 'expiration_date': '12/28', 'cvv': '409', 'card_holder': 'TARIK PAMİR MEHMET VOLKAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '125 TRY'}
{'card_number': '4782594984386613', 'expiration_date': '1/26', 'cvv': '694', 'card_holder': 'FAİK ASLAN FİKRET ORÇUN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '304 TRY'}
{'card_number': '4160195283869226', 'expiration_date': '12/24', 'cvv': '848', 'card_holder': 'ZAFER REFİK ASLAN MAHİR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '245 TRY'}
{'card_number': '4308637350475661', 'expiration_date': '7/27', 'cvv': '202', 'card_holder': 'YİĞİT ZAFER ALPER OĞUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '386 TRY'}
{'card_number': '4445382486296541', 'expiration_date': '8/26', 'cvv': '774', 'card_holder': 'TANJU ZEKİ LATİF NİHAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '40 TRY'}
{'card_number': '4996940763175044', 'expiration_date': '2/28', 'cvv': '270', 'card_holder': 'NERGİZ KORAY MUSTAFA LATİF', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '284 TRY'}
{'card_number': '4134250196947420', 'expiration_date': '10/27', 'cvv': '117', 'card_holder': 'ZAİM YASİN DENİZ İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '397 TRY'}
{'card_number': '4977929768480510', 'expiration_date': '7/24', 'cvv': '270', 'card_holder': 'İZZET TOPRAK OKAN RASİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '458 TRY'}
{'card_number': '4420169713006440', 'expiration_date': '7/27', 'cvv': '864', 'card_holder': 'FİKRET ALİHAN TOLUNAY VURAL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '24 TRY'}
{'card_number': '4198458488560941', 'expiration_date': '2/27', 'cvv': '015', 'card_holder': 'LOKMAN OSMAN RAMAZAN TAYFUN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '40 TRY'}
{'card_number': '4756061365278316', 'expiration_date': '3/28', 'cvv': '576', 'card_holder': 'DİNÇER RAMAZAN ERAY FERHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '40 TRY'}
{'card_number': '4149439632493320', 'expiration_date': '10/27', 'cvv': '227', 'card_holder': 'ÇINAR BÜLENT FERDİ ERTUĞRUL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '348 TRY'}
{'card_number': '4335656855850837', 'expiration_date': '10/30', 'cvv': '788', 'card_holder': 'RASİT ZİHNİ ERHAN ÖZDEMİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '459 TRY'}
{'card_number': '4518604286443862', 'expiration_date': '12/28', 'cvv': '196', 'card_holder': 'YAVUZ MAHİR ERDOĞAN ZİHNİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '237 TRY'}
{'card_number': '4596880486851014', 'expiration_date': '4/26', 'cvv': '576', 'card_holder': 'HİLMİ KUBİLAY ATİLLA EREN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '355 TRY'}
{'card_number': '4769992331574138', 'expiration_date': '9/26', 'cvv': '566', 'card_holder': 'FİKRET YAHYA YAŞAR UMUT', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '178 TRY'}
{'card_number': '4126762280473501', 'expiration_date': '6/24', 'cvv': '905', 'card_holder': 'BATUHAN UMUT ZAİM HALİL', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '48 TRY'}
{'card_number': '4503746515895557', 'expiration_date': '7/29', 'cvv': '511', 'card_holder': 'KAYA TAMER LOKMAN HİLMİ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '394 TRY'}
{'card_number': '4787513980410867', 'expiration_date': '6/30', 'cvv': '658', 'card_holder': 'RASİM MAHMUT DİNÇ MESUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '25 TRY'}
{'card_number': '4902717358409290', 'expiration_date': '3/27', 'cvv': '029', 'card_holder': 'İZZET ALPER İRFAN AHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '88 TRY'}
{'card_number': '4539332118387546', 'expiration_date': '7/29', 'cvv': '161', 'card_holder': 'VELİ BÜLENT MERİÇ POLAT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '29 TRY'}
{'card_number': '4499908652999651', 'expiration_date': '1/28', 'cvv': '546', 'card_holder': 'İSMAİL SELMAN ÖZCAN ERTUĞRUL', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '162 TRY'}
{'card_number': '4525135955972999', 'expiration_date': '4/30', 'cvv': '815', 'card_holder': 'ZÜLFÜ VURAL MÜJDAT TANJU', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '279 TRY'}
{'card_number': '4151078813112534', 'expiration_date': '10/30', 'cvv': '163', 'card_holder': 'İZZET LEVENT VOLKAN HALİL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '219 TRY'}
{'card_number': '4591898275498115', 'expiration_date': '4/29', 'cvv': '077', 'card_holder': 'SELMAN YAĞIZ ŞAHİN KORAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '21 TRY'}
{'card_number': '4992640125935689', 'expiration_date': '12/29', 'cvv': '861', 'card_holder': 'KUBİLAY HARUN BÜLENT KAAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '26 TRY'}
{'card_number': '4471030267164514', 'expiration_date': '3/28', 'cvv': '375', 'card_holder': 'ERTAN İHSAN RAMAZAN MESUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '2202 TRY'}
{'card_number': '4644271807779468', 'expiration_date': '12/30', 'cvv': '273', 'card_holder': 'TOLUNAY GALİP TAYLAN REFİK', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '402 TRY'}
{'card_number': '4344432273181612', 'expiration_date': '2/30', 'cvv': '224', 'card_holder': 'POLAT FAİK ERDEM YAŞAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '22 TRY'}
{'card_number': '4015162569287074', 'expiration_date': '11/25', 'cvv': '947', 'card_holder': 'HARUN KURTULUŞ ERDEM ERAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '44 TRY'}
{'card_number': '4875681824433362', 'expiration_date': '7/24', 'cvv': '197', 'card_holder': 'DAVUT FERİT NAZIM VEDİ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '401 TRY'}
{'card_number': '4417200267648462', 'expiration_date': '6/26', 'cvv': '760', 'card_holder': 'HALİL YAHYA MEHMET NERGİZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '298 TRY'}
{'card_number': '4187849951059689', 'expiration_date': '6/27', 'cvv': '692', 'card_holder': 'ORHAN CİHAN YİĞİT DURMUŞ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '32 TRY'}
{'card_number': '4026065862840258', 'expiration_date': '1/30', 'cvv': '522', 'card_holder': 'GÜVEN BURAK OĞUZ ATİLLA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '491 TRY'}
{'card_number': '4079261632944084', 'expiration_date': '12/29', 'cvv': '677', 'card_holder': 'ÇETİN KAAN TOPRAK YENER', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5066 TRY'}
{'card_number': '4487940198596232', 'expiration_date': '9/24', 'cvv': '156', 'card_holder': 'TANER BARIŞ MUZAFFER YİĞİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '463 TRY'}
{'card_number': '4372161754051011', 'expiration_date': '10/26', 'cvv': '719', 'card_holder': 'ERTAN ZİHNİ MESUT HÜSEYİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '226 TRY'}
{'card_number': '4043918349242754', 'expiration_date': '11/28', 'cvv': '265', 'card_holder': 'KAMİL ÇINAR SEFA ÖNDER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '145 TRY'}
{'card_number': '4656723026145868', 'expiration_date': '6/26', 'cvv': '943', 'card_holder': 'GALİP SİNAN ERTAN YAĞIZ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '67 TRY'}
{'card_number': '4204298773405101', 'expiration_date': '8/27', 'cvv': '482', 'card_holder': 'FİKRET ERHAN ERAY TANJU', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '231 TRY'}
{'card_number': '4434927525876415', 'expiration_date': '2/27', 'cvv': '671', 'card_holder': 'NİHAT POLAT OSMAN ŞENOL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1079 TRY'}
{'card_number': '4446156221680998', 'expiration_date': '10/25', 'cvv': '441', 'card_holder': 'ERTUĞRUL BERK TANJU KAAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '161 TRY'}
{'card_number': '4245176464857221', 'expiration_date': '5/26', 'cvv': '590', 'card_holder': 'YİĞİT TAMER POLAT BATUHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '89 TRY'}
{'card_number': '4759624396657605', 'expiration_date': '8/24', 'cvv': '934', 'card_holder': 'ZÜBEYİR DAVUT TOLUNAY ÇAĞRI', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '423 TRY'}
{'card_number': '4169397566551700', 'expiration_date': '5/27', 'cvv': '576', 'card_holder': 'MÜJDAT VURAL MUSTAFA AHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '113 TRY'}
